video_id,comment_id,parent_id,author,author_channel_id,text,like_count,reply_count,is_favorited,is_pinned,timestamp
PWirijQkH4M,Ugy6_PzV8d-eQ1eMUUp4AaABAg.A4iZhaHZ4sNA4icG96yuQ6,Ugy6_PzV8d-eQ1eMUUp4AaABAg,@thenastynate01,UCeWPSx2C26z84mS9E-2H4Hg,ok,2,0,False,False,1721433600
PWirijQkH4M,Ugy6_PzV8d-eQ1eMUUp4AaABAg.A4iZhaHZ4sNA4j0UoD5Mfc,Ugy6_PzV8d-eQ1eMUUp4AaABAg,@sumag8692,UCXtNJk_1wmVAxLI2uvp72Sg,ok❤❤❤❤,2,0,False,False,1721433600
PWirijQkH4M,Ugy6_PzV8d-eQ1eMUUp4AaABAg.A4iZhaHZ4sNA5DvSbGmbwP,Ugy6_PzV8d-eQ1eMUUp4AaABAg,@Mymom-g9k,UCXcu5P5VGeR1RT61m2SRTSg,Mee,2,0,False,False,1721433600
PWirijQkH4M,Ugy6_PzV8d-eQ1eMUUp4AaABAg.A4iZhaHZ4sNA5mWNiQo9Sn,Ugy6_PzV8d-eQ1eMUUp4AaABAg,@Akbarmiya123-jojo,UCDt2G43sdPtoxDDJIPrDglg,Mr beast can you please come in Nepa🇳🇵🇳🇵🇳🇵🇳🇵,2,0,False,False,1721433600
PWirijQkH4M,Ugy6_PzV8d-eQ1eMUUp4AaABAg.A4iZhaHZ4sNA4iZqP7dnHo,Ugy6_PzV8d-eQ1eMUUp4AaABAg,@929W,UCsTm_5EluVwrR-MovKcpwhQ,​ @gummybear1884 shut up you arent,1,0,False,False,1721433600
PWirijQkH4M,Ugy6_PzV8d-eQ1eMUUp4AaABAg.A4iZhaHZ4sNA4ie3-uefdc,Ugy6_PzV8d-eQ1eMUUp4AaABAg,@LxJB-ew7eh,UCPmOFWsltcdkw-t1tfLsRMw,Snd,1,0,False,False,1721433600
PWirijQkH4M,Ugy6_PzV8d-eQ1eMUUp4AaABAg.A4iZhaHZ4sNA4ieyJlipen,Ugy6_PzV8d-eQ1eMUUp4AaABAg,@TYLER69420-golfwang,UCkxo-B3S47REzIC-aiyIlRg,NICK K,1,0,False,False,1721433600
PWirijQkH4M,UgzVQOynHWhyLkQHhjt4AaABAg,root,@denisteyssier6650,UC8AphXJTPr2OzFJrCi2BDlQ,"wow❤,
 finally❤,
bravo ❤❤,
🎉🎉🎉🎉❤",97,0,False,False,1752969600
PWirijQkH4M,UgxY2hOC79fPDEZc_wp4AaABAg,root,@X2_vg5,UCE5t3ADJbyGwSoibtjxIguQ,Mack should be a part of your team,74,0,False,False,1752969600
PWirijQkH4M,UgwVgzoGflNMstbpiit4AaABAg,root,@jabbar.Ansari.9897-q2d,UCVT7i6cmzky8R5_002p2PtA,Mene mr beast chanal subscribe kar diya he,27,0,False,False,1752969600
PWirijQkH4M,UgxMUeICf1NLpNAYZxJ4AaABAg,root,@newmi8357,UCkmxFtvUHhQ1Ax8VWtmVAqw,I playing one challenge plz 😢😢😢😢😢😢😢,12,0,False,False,1752969600
PWirijQkH4M,Ugyy8VHLct7MP9PIjqN4AaABAg,root,@pyengupgrade,UCTqnw4GSxuQyBvTnQrWlCIg,미스터 비스트 👍❤️👍❤️👍,15,0,False,False,1752969600
PWirijQkH4M,UgyOVvdzcMfuHXPGn4J4AaABAg,root,@sarahaudrey8663,UCoZDVr_q85i6HbPsYJiZCfw,Bro I almost cried during  this cause of the flash backs and Marks family 😢,39,0,False,False,1752969600
PWirijQkH4M,UgxB2ioVZc-cVsMYAsd4AaABAg,root,@Yahya_gbt,UCM7DN-V_XULl7j7VRySlEUg,26:26 mode 🎉epik🎉,7,0,False,False,1752969600
PWirijQkH4M,Ugz1Qs6IYcFhiT1NLo14AaABAg,root,@AnwarSaid-wx5tk,UCLDmSK4J2cRflJwAdLxDMBA,YO HE LOVES DOING CRAZY STUFF. MR BEAST I AM SUBSCRIBED I LOVE YOU GUYS SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO MUCH(my whole family likes you,8,0,False,False,1752969600
PWirijQkH4M,UgzgIwRhOIjYp-VdF-N4AaABAg,root,@ButshaBesman,UCvecJOMUj0a2ZDCbaBJpgEA,27:30 legendary Mack is a legend,24,0,False,False,1752969600
PWirijQkH4M,UgxnLOtGIgHpNbSjIld4AaABAg,root,@teejaytorres5816,UCoI2fAEMVN-cX7CsqqAHD_Q,This got me so emotional!!! He truly deserved it. WOW. So happy for him. I almost thought Mr Beast would give him all the money that hes lost in the past.,6,0,False,False,1752969600
PWirijQkH4M,Ugxne4oERg6WS7nOp5V4AaABAg,root,@ErickMartinez-d2h,UCyvfmqIhFzTvP5CAs4HfSRQ,🎉wow el final estuvo genial,1,0,False,False,1752969600
PWirijQkH4M,Ugwk5BeX-3RZdiefjpJ4AaABAg,root,@crackheadfred6563,UCvp5upNMQs825BhKrIth87w,Always been my dream to be on one of your shows to try and win some money and have fun at the same time I enjoy your videos🎉,3,0,False,False,1752969600
PWirijQkH4M,Ugwp2CPPomY08tbuR7B4AaABAg,root,@Elliot-2007,UC39WZTSS1gayDvk-z43DDoA,4:12 YAY THIS IS COOL!!!!! 😎,8,0,False,False,1752969600
PWirijQkH4M,UgwPxFhLYh7O2s0xXxF4AaABAg,root,@izz4tt,UCbuK2mng_qAO0MVj20IbUwA,i like you video,3,0,False,False,1752969600
PWirijQkH4M,UgxLhXfvaZ-TwyjHzEB4AaABAg,root,@2961_Mukbang,UCojI0L5athdme_Y8U0JhLOg,good vid @MrBeast,1,0,False,False,1752969600
PWirijQkH4M,UgzvE5-mX1Tl9bws_gF4AaABAg,root,@Godzilla-p9g,UCfFtAgeYKKR_-7SZbp8ZmaA,"You are söve good.
Reels,l love  you.
😊😊😊😊😊
❤❤❤❤❤❤
😊😊😊😊😊
❤❤❤❤❤❤
🎉🎉🎉🎉🎉
🎉🎉🎉🎉🎉
😊❤🎉😊❤🎉
❤😊🎉❤❤
🎉🎉😊😊",2,0,False,False,1752969600
PWirijQkH4M,Ugz9fvaw3P8KLIxE5B94AaABAg,root,@HaurgeulisHaurgeulis,UCVPmVGnZSEf2pze8HURJmew,Ini lah kekuatan doa dari orang tua 🎉,2,0,False,False,1752969600
PWirijQkH4M,Ugw-BLFDtpbR4UMv6CR4AaABAg,root,@TttOoo-h7d,UCnQU8RhAuUJK_RvhKMFmE3w,Congratulations mac u tried until your last breath and were a hero and very strong I salute you for your insistence on winning u Deserves it 💪🏼💪🏼🥳🥳🥳🥳🥳🥳 and thank you very much Mr beast 👑❤️❤️❤️ for the chances you were giving him you’re truly a blessed angel and you have a kind heart that loves to help everyone May God bless you.,3,0,False,False,1752969600
PWirijQkH4M,UgzW0gWedhxFuL2J5PR4AaABAg,root,@みくちゃん大好き,UCyG4H3dBAv-wCCyfb7qCV3A,wao😮,1,0,False,False,1752969600
PWirijQkH4M,Ugw8BaHqN3uTI_uJOgx4AaABAg,root,@GabrielMendesdaSilva-s4c,UC__CnfWca6K3HrcA3EerCgA,Melhor vídeo que eu já vi😮,2,0,False,False,1752969600
PWirijQkH4M,UgwGadEZE3tQRtWGxaN4AaABAg,root,@Skylahfrrr,UCOCT0Aa2vggk28W9WVx-EjQ,Bro i was scared bc i wanted him to win so badly im so happy for Mack CONGRATS TO MACK!,12,0,False,False,1752969600
PWirijQkH4M,UgyAMqE_uDPQvIu5jQp4AaABAg,root,@DavidGeisler-ui4gz,UC6EYlyiPzWkYvopflTxMDrQ,I wanna be in a video,1,0,False,False,1752969600
PWirijQkH4M,UgyJl8SbCt7-sXD02wR4AaABAg,root,@MXTROLLFASE,UCgK6u845JVMo9knoHG55Wfw,Al fin lo logro🥹❤❤❤❤️♾️,2,0,False,False,1752969600
PWirijQkH4M,UgxC131rTMOfNedh5Ix4AaABAg,root,@AnishKumar-z3m,UCcJvsvKMCjm7E9VqnfxrX6A,Mrbeast muje vi yak moka dijiy mea apka bhot bara fean  hu  aapko dekhane ka dil karta hea,2,0,False,False,1752969600
PWirijQkH4M,UgzOPXXOnhaEmPxAp6h4AaABAg,root,@AlamAlamgir-d2z,UC7bhCu43AG4n7Bdz2k4cPRg,😂😊,1,0,False,False,1752969600
PWirijQkH4M,UgykJg-szXMgvZEzjDh4AaABAg,root,@badshadow8284,UCMfCFLe1GO_-WuQNybz11Sg,"Big fan brother from Bangladesh

please sir come bangladesh just one time.

here have your loots of fans they want to meet you & want to see you just one time.

i am also want that you give me a task. 

please sir",2,0,False,False,1752969600
PWirijQkH4M,UgxOdrv1ZerUiCCKeSp4AaABAg,root,@Gosia-f5t,UCun2abGxt6TciQtQFNEsvwg,"szanuje ze dzielisz sie pieniedzmi z innymi ludzmi
❤❤❤💜😄",9,0,False,False,1752969600
PWirijQkH4M,Ugwf3PgcIWk-XkRoEfV4AaABAg,root,@Alexandreridho-w5l,UC-IRTCToEzR0JDzrA6Y2r3A,I cried when I saw it 😢,2,0,False,False,1752969600
PWirijQkH4M,Ugy8f1-h24oI86Nq-0h4AaABAg,root,@arkasssss1,UC8t3HijQurp93d-_whFozfg,hes the best human in the world give him another chanse,7,0,False,False,1752969600
PWirijQkH4M,Ugzjza87dAcyREty9jZ4AaABAg,root,@JrHridoyVaiOfficial,UCYiEwWLSz7q0LUzwWKe1wqg,Excellent 👌 Nice 🙂 Video 👏,1,0,False,False,1752969600
PWirijQkH4M,Ugzs5uHzvsUQz-TKXFB4AaABAg,root,@Rosarianny,UCN64d05Nrcr3lLB0gH2fNIA,Eso si fue lindo,1,0,False,False,1752969600
PWirijQkH4M,UgxtYmB9xrhz72cF2gh4AaABAg,root,@QuedalM,UCz97VjNH037KI1gAHnBpZMg,It's crazy 😮,2,0,False,False,1752969600
PWirijQkH4M,UgxzHw8qVTpWw6XvzHR4AaABAg,root,@mm2Surka,UCx5P_84mgLkFo2mh2eV_Z7A,That was the most Entertaining video I’ve ever watched,16,0,False,False,1752969600
PWirijQkH4M,Ugz6bNYaupKT3LXBzwx4AaABAg,root,@dantequirco6479,UCrhuO7dbYCRoUF2iGM0iQxg,vamos mack felicidades🥳,2,0,False,False,1752969600
PWirijQkH4M,UgxfhQPhkjM5V6FZO4F4AaABAg,root,@adriankisiela2270,UC3U4SO2P2nk3J0Uph_mka4Q,Rewelacyjny i trzymający w napięciu film🤩,1,0,False,False,1752969600
PWirijQkH4M,Ugw3kWuSUIxWVTdyzk14AaABAg,root,@layna_stay,UCyg3UBz1v8bIbI8bBDG3TtA,chills bro👏👏👏,1,0,False,False,1752969600
PWirijQkH4M,UgwNx15ruiTFYFwbuJF4AaABAg,root,@sreemanoshray3025,UCm68BpRhDr2G1zLa3ifS1oA,My heart beat faster all time video 😮😮😮,7,0,False,False,1752969600
PWirijQkH4M,Ugx7puZZ0ETvAr_FI0x4AaABAg,root,@Bogdan-f4s,UCGdX2ny15VGwYz2nVA9sIFQ,Good job,1,0,False,False,1752969600
PWirijQkH4M,UgxoGgk612Om__LKTIh4AaABAg,root,@mrfk-xz2yn,UC_8L5XvWX4KUgQVK16WwbEw,Kawl is boy friend  I love you Jimmy kawl India please come one time try India Jimmy Indian pet video please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,1,0,False,False,1752969600
PWirijQkH4M,Ugwrb44Fl1tl_E8Bw2Z4AaABAg,root,@JannatulTayeba-c4i,UCgCjdpU2XQBuX57ksa5cJug,good🎉,0,0,False,False,1752969600
PWirijQkH4M,Ugz8UyjFhXHHnQd_ybl4AaABAg,root,@amiloyundaa,UCjMK7IrzrdJXsFdQqmOaEDA,10:34 😂😂😂😂 jimmy,5,0,False,False,1752969600
PWirijQkH4M,Ugy01LVIPK5yrilfXpB4AaABAg,root,@danieltrujillo4445,UCSe5UcpgQzBO5yKQWb3kVXw,Also cry with this video 😢😢,0,0,False,False,1752969600
PWirijQkH4M,Ugz6XFZUNz47lpUJI8l4AaABAg,root,@1millionviews437,UCkcpDL3-biioq-xyT7bhQpQ,Yeahhhhhh Mr.Beast I'm your no.1 fan here in Philippines 🇵🇭🇵🇭🇵🇭,0,0,False,False,1752969600
PWirijQkH4M,UgwMkm1Scqr1ZebyBKV4AaABAg,root,@GladysHuamanchumorojas,UCDIlw-hhI1fnzXHYlZ6wLSQ,Te gusta rose ?😊,0,0,False,False,1752969600
PWirijQkH4M,UgxF7_99AAmHQIBMUbN4AaABAg,root,@MercilonFequiere,UC2SYbb6vBNypUhPVxuCWE4A,he won I'm really happy for luo,0,0,False,False,1752969600
PWirijQkH4M,Ugz3q9YhgPmqpDUFZHJ4AaABAg,root,@TurkeyPinkyPants-OfficialChann,UC1wS7BqXOlHHCew0VHZISwQ,MrBeast and @TurkeyPinkyPants would make great buddies:),0,0,False,False,1752969600
PWirijQkH4M,Ugxt0njckn1aI_7OySZ4AaABAg,root,@joeyiscool8,UCmb_uq_a0j2DOeVqQ1AdiBg,this is possibly the best video ever made,0,0,False,False,1752969600
PWirijQkH4M,UgwDhF6P7Yre_rr3XQd4AaABAg,root,@EMMANUELSAMPENE-r3f,UCO2LHAAfj0vJehrx5qXoimw,MrBeast and @TurkeyPinkyPants could be great buddies:),0,0,False,False,1752969600
PWirijQkH4M,UgzuKVXJhxXHR4jOxj54AaABAg,root,@Progamer-o2u,UCGl49mbolLK0OUtLsi4NJRg,thats so kind Mr.beast,0,0,False,False,1752969600
PWirijQkH4M,UgxCX9YYgeTfUiNpJC54AaABAg,root,@Shivbhardwaj18,UCoQ6esiyUeQ4zCnGxe7MzXg,Thanks for 249 subscribers ❤❤🎉🎉,0,0,False,False,1752969600
PWirijQkH4M,Ugy-I9tVXsTckQmRmUJ4AaABAg,root,@Jack-bruh11,UCwc9bsN1tHDmvsaIBVFMLhA,Mac is the G O A T,0,0,False,False,1752969600
PWirijQkH4M,UgyUlNHmGdD3Id7snsJ4AaABAg,root,@PatrickKing-n5x,UCdlpLfjEzq-J2IGTdXKzbKA,This is why I subscribe to your channel.,0,0,False,False,1752969600
PWirijQkH4M,UgzjgOlgT-gMcl9XftR4AaABAg,root,@TanjinaAkhter-uf4qf,UCcD2WpyEVQSo8G8XLJw85bw,Congratulation maik 🎉🦸,0,0,False,False,1752969600
PWirijQkH4M,UgzDJlqm8bSjzI8rA_J4AaABAg,root,@SvitlanaMoskalenko-v8q,UCckzAq0i3-Vt-bIhcPi11hQ,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤,0,0,False,False,1752969600
PWirijQkH4M,Ugw5MC1fPb5PBLqDXmZ4AaABAg,root,@AdulAdi-i9f,UCTJIt-i4diMfEJxEj_hqzaw,I like you channel,0,0,False,False,1752969600
PWirijQkH4M,UgxpeEjrhgu1OVPkjBJ4AaABAg,root,@van-xu9iu,UCIkZJSyb7qkn61y-74nU-Pg,He is awesome!! Wish everyone had this determination!,0,0,False,False,1752969600
PWirijQkH4M,UgzZdd6xsMxY5sZqUrh4AaABAg,root,@crisianoR,UCIOS3xuwXfLEuJF71DqM2Fg,❤🎉🎉,0,0,False,False,1752969600
PWirijQkH4M,Ugy0cgC-BWmBugRG0QZ4AaABAg,root,@MaríadeJesusTiradoRincón,UCWis6VijWiaE7zmbJk0hFaA,Mrbeasts soy tu fan y compré tu chocolate por Amazon 🥹 estoy en Venezuela y están en ecuador 🇪🇨,0,0,False,False,1752969600
PWirijQkH4M,UgwPBpTJLl7kHfBFa_V4AaABAg,root,@jsnyder421js,UCwhQH3h-EBVRe_I6exEAi-g,i love mrBeast,0,0,False,False,1752969600
PWirijQkH4M,Ugwgsv0L8Nuq8zm9XF14AaABAg,root,@GleidisGuillen,UCWso2-rmTcm1aHoTeDXM8wA,💪💪💪👍👍👍,0,0,False,False,1752969600
PWirijQkH4M,UgxM8FVMWTaz7Vtg_gR4AaABAg,root,@محمدمحمد-ي1س7ع,UC6--BH2j18D9V0w7VSgadcA,😊😅😮😢🎉🎉🎉🎉😂😂❤❤❤,0,0,False,False,1752969600
PWirijQkH4M,UgxHIwW2pV67xBQRtDp4AaABAg,root,@MaïmounaDiatta-n5w,UChhVNSkl6m5I9GceAT_uwMA,Cette partie est très riche en émotions aller mack onest tous derrière toi,0,0,False,False,1752969600
PWirijQkH4M,Ugykq52jsPiksOC7A-x4AaABAg,root,@rafailgaleev1194,UCUOAN7Qf9ftggN4EgoryhDg,Get mack in another video please,0,0,False,False,1752969600
PWirijQkH4M,UgzeEShOjU2AnGTzylV4AaABAg,root,@dasithtang563,UCXYpc1O-XzeBl0Bx-y5s_zg,At the last part I feel like Mack is going to lose 🫡,0,0,False,False,1752969600
PWirijQkH4M,UgzzsL_loTCSkLdES314AaABAg,root,@adstar2347,UCZXDOm__wIzKPCdKPMRet_g,amo el triunfo de matt se lo merece paso por mucho,0,0,False,False,1752969600
PWirijQkH4M,UgzNwnXH2r5XvZXQnWZ4AaABAg,root,@プロデトロイト,UC5Fun8Um5WBxDtAy8M8G7jg,"If an accident happens, the channel can't continue... It's amazing courage",6,0,False,False,1752969600
PWirijQkH4M,Ugx4P2nCA9OXUN72EH94AaABAg,root,@ทัดสางไชยะจักร,UCbJvrvXRTg3yabtupHO25pA,สุดยอดจิงๆ❤❤❤❤,0,0,False,False,1752969600
PWirijQkH4M,UgwE_WHeAboa6BiidfJ4AaABAg,root,@roockegreenez,UCTKjQ_IhiiyDbirOr5gEkfw,Como faz para participar desses desafios???,3,0,False,False,1752969600
PWirijQkH4M,UgxFTijJWxHEiDC3OVZ4AaABAg,root,@stevenkossougro4201,UC72yu1xn1Vutk9hu7-WY1bg,je vous apprecie et je souhaite participer,1,0,False,False,1752969600
PWirijQkH4M,Ugxpr8yuom50c4Q0lg94AaABAg,root,@Taspiya-o4h,UCv9FoLS9HdA9_q-b5gllMQw,Mack খুব ভালো খেলে,0,0,False,False,1752969600
PWirijQkH4M,Ugx0hqTbrIP8t8gYo2N4AaABAg,root,@MirianBelisario-u8k,UC7VzG_oBk8ljDnjw7m0y_cA,Alguém aqui ê brasileiro 😅,0,0,False,False,1752969600
PWirijQkH4M,UgyUbUk4Yxg4tWfzKIl4AaABAg,root,@DEMACIANO_SUBLIME,UCan6451hNeN85QbqDkgliDA,"Me pone melancólico pensar, cuánto son 100k dólares, con eso le resuelves la vida a cualquiera, o al menos la mía.",0,0,False,False,1752969600
PWirijQkH4M,UgzQkjMhu2fpFBZUM9F4AaABAg,root,@aidanfett282,UC6sCr2X4NuX3jmIU7SZ2ePg,make mack a member mr beast. please. we need it for him he is the ultimate contestant and needs to stay or come back every video,632,0,False,False,1752969600
PWirijQkH4M,Ugz8hZ-nrQ_9p2XDh4R4AaABAg,root,@dustin-sn1he,UCC6e_aUvLfeyQkhaJRbPu5g,"Oh my gosh, after all of those tries you did it great job you are awesome",0,0,False,False,1752969600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg,root,@MrBeast,UCX6OQ3DkcsbYNE6H8uQQuVA,"I tried to really slow this video down, let me know if you liked it :)",267000,25,False,True,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmjPj0tL6,UgyQPBqFTgsz0pkRZlx4AaABAg,@Joud-wg5ft,UCsMELxlGwxMq9C1Ike94jmw,Of course,38,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmkCSOiXk,UgyQPBqFTgsz0pkRZlx4AaABAg,@awadheshmaurya5236,UCQj67vrMdXgJvw7LLeWRLfw,Mujhe bhi bulate bhaiya,12,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bm5XZPag1,UgyQPBqFTgsz0pkRZlx4AaABAg,@luan2423,UCsCwIlDqCjLgBZ14ASm8K_Q,Its good,2900,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmmDNwn-K,UgyQPBqFTgsz0pkRZlx4AaABAg,@ЗинераФаттахова-д7ш,UCFvLIrz3lYboCtsywkTP1tA,❤,7,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmQi__Ook,UgyQPBqFTgsz0pkRZlx4AaABAg,@RaiderXS,UC5IcbtXD9pHUhuPEN_4b4Rw,Hey mrbeast,67,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmTksM1P0,UgyQPBqFTgsz0pkRZlx4AaABAg,@Kirona_00,UCGQgC7FEbLX3j4jCkkrsCNw,3 minuters ago:0??!,64,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmmXLEWt3,UgyQPBqFTgsz0pkRZlx4AaABAg,@natandelafuenteplanas5312,UCfPhmxTsnFaFozf4-6xDPlg,hola MrBeast,5,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmmr7-ENM,UgyQPBqFTgsz0pkRZlx4AaABAg,@bnanik,UCz_jtpPIZ727BY38t8uabEQ,please give food,5,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmIDVdYse,UgyQPBqFTgsz0pkRZlx4AaABAg,@javierDC6118,UC5elp1oPJLFHJxxn_XAU8uw,xd no entendi,32,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmf0tL0n-,UgyQPBqFTgsz0pkRZlx4AaABAg,@qn8i11,UCws3ftA2xXpVyYphVMWMJcg,"من
لصبحها
لقصشحهتقملخستثقل",4,0,False,False,1721433600
erLbbextvlY,UgyQPBqFTgsz0pkRZlx4AaABAg.A1bm36qfEJgA1bmiwJpnhp,UgyQPBqFTgsz0pkRZlx4AaABAg,@ARINAGO-b8z,UCPFyzAER7oHZ0tcCbuc2-6w,Я знаю ты не знаешь  русский но это лучшее видео которое я видела❤,123,0,False,False,1721433600
